História,contador,ID,Prioridade,Pré-Condição,Cenário,BDD (Gherkin),Status final,Fluxo para Regressão?,Funcionalidade Principal,Funcionalidade secundária,Data de criação,Data de atualização,Status CT,Status da execução WEB,Dispositivo Mobile,Status da execução Mobile,Execução feita via API?,Versão regressão,Ciclo da execução,Automatizado?,Versão_Compilada,Execução Finalizada?,FALSE,Limpar dados da execução,FALSE,Data da automatização
TSF-427,79,TSF-427 | CT~79,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
3 - Possuir contrato de reajuste aprovado",59Validar adição do valor de índice mais recente nos campos Índice Econômico e Valor do Índice,"Given que o usuário acesse o contrato que entrou na fila de reajuste
When localizar o dado do caso de teste
Then o sistema mostrará a data com d+1 e Ano+1 referente ao contrato anterior",🛎️ Item com pendência de execução,,08.1 - Contratos Reajuste,Reajuste automatico,17/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-427,80,TSF-427 | CT~80,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
3 - Possuir contrato de reajuste no status de índice",60Índice - Validar desconto zerado,"Given que o usuário acesse o contrato de reajuste no status de índice
When o sistema rodar o fluxo que retorna os dados de índice
Then o sistema deverá zerar o desconto proveniente do contrato anterior",🛎️ Item com pendência de execução,,08.1 - Contratos Reajuste,Reajuste automatico,17/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-427,81,TSF-427 | CT~81,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
3 - Possuir contrato de reajuste no status de índice","61Índice - Validar preenchimento do campo ""Valor Total do Contrato (Reajuste)","Given que o usuário acesse o contrato de reajuste no status de índice
When o sistema rodar o fluxo que retorna os dados de índice
Then o sistema preencherá o campo ""Valor Total do Contrato""",🛎️ Item com pendência de execução,,08.1 - Contratos Reajuste,Reajuste automatico,17/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-427,82,TSF-427 | CT~82,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
3 - Possuir contrato de reajuste no status de índice",62Após preenchimento do índice - Validar alteração de status,"Given que o usuário acesse o contrato de reajuste no status de índice
When o sistema rodar o fluxo que retorna os dados de índice
Then o sistema enviará para o status de Notificação do cliente",🛎️ Item com pendência de execução,,08.1 - Contratos Reajuste,Reajuste automatico,17/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-427,83,TSF-427 | CT~83,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
3 - Possuir contrato de reajuste no status de Notificação do cliente",63Validar envio de notificação ao cliente,"Given que o usuário acesse o contrato de reajuste no status de notificação
When o sistema rodar o fluxo de notificação
Then o sistema enviará para o cliente presente no contrato os dados informativos sobre o reajuste",🛎️ Item com pendência de execução,,08.1 - Contratos Reajuste,Reajuste automatico,17/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-427,84,TSF-427 | CT~84,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
3 - Contrato dentro do prazo de 7 dias para o início da vigência para que seja concluído
4 - Ter rodado o Flow de execução diária: [Contrato] - Atualiza Status para Concluído baseado na Qtd. dias

",64Validar criação de tarefas para contrato de Reajuste,"Given que o usuário acesse o contrato de reajuste concluído após todas as etapas
When acessar a área de tarefas
Then o sistema deverá retornar as tarefas de Faturamento",🛎️ Item com pendência de execução,,08.1 - Contratos Reajuste,Reajuste automatico,18/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-427,85,TSF-427 | CT~85,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
3 - Contrato dentro do prazo de 7 dias para o início da vigência para que seja concluído
4 - Ter rodado o Flow de execução diária: [Contrato] - Atualiza Status para Concluído baseado na Qtd. dias

",65Validar geração das faturas para contrato de Reajuste,"Given que o usuário acesse o contrato de reajuste concluído após todas as etapas
When acessar a área de tarefas
Then o sistema deverá retornar as faturas geradas na aba de faturas do contrato",🛎️ Item com pendência de execução,,08.1 - Contratos Reajuste,Reajuste automatico,18/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-427,86,TSF-427 | CT~86,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
",66Aprovar um contrato para reajuste,"Given usuário acesse o objeto de Reajsute de contratos
And selecionar um contrato para aprovação atraves do botão ""Olho""
And validar as informações
When clicar no botão para aprovar
Then sistema realiza a aprovação
And retira o contrato da fila de reajuste
And altera o status do contrato para Aguardando Índice.",🛎️ Item com pendência de execução,,08.1 - Contratos Reajuste,Aprovar Reajuste,18/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-596,87,TSF-596 | CT~87,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
3 - Contrato com status de inadimplência",67.0Concluir rescisão com parcela Parcial,"Given o botão ""Rescindir Contrato"" seja acionado,
When o usuário optar por cancelamento parcial,
Then o sistema calcula o valor proporcional (valor por dia de uso) e identifica o valor de churn.
And altera as faturas do contrato com a parcela parcial e as demais zeradas",🛎️ Item com pendência de execução,,08 - Contrato,Inadimplência,18/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-596,88,TSF-596 | CT~88,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
3 - Contrato com status de inadimplência",67.1Concluir rescisão sem ter parcela Parcial,"Given o botão ""Rescindir Contrato"" seja acionado,
When o usuário NÃO optar por cancelamento parcial,
Then o sistema calcula o valor proporcional (valor por dia de uso) e identifica o valor de churn.
And altera as faturas do contrato Sem a parcela parcial e as demais zeradas",🛎️ Item com pendência de execução,,08 - Contrato,Inadimplência,18/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-571,89,TSF-571 | CT~89,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
",67.2Validar criação de tarefa para contrato Inadimplente,"Given um contrato esteja inadimplente ou haja uma solicitação com motivo de cancelamento,
When o sistema processar essa condição,
Then uma tarefa será criada com a descrição preenchida a partir do detalhe fornecido.",🛎️ Item com pendência de execução,,08 - Contrato,Pós conclusão - Tarefas,17/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-571,90,TSF-571 | CT~90,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
",67.3Validar criação de tarefa para contrato com solicitação de cancelamento,"Given que acesse o contrato em indaimplência
When realizar o cancelamento do contrato
Then o sistema dispara a tarefa de cancelamento do contrato",🛎️ Item com pendência de execução,,08 - Contrato,Cancelamento de contrato,17/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-571,91,TSF-571 | CT~91,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
",67.4Validar detalhes preenchidos na tarefa de inadimplência - CANCELAMENTO / DESATIVAÇÃO  ,"Given que usuário acesse um contrato cancelado
When acessar a tarefa do caso de teste
Then o sistema retorna os dados:
Owner - CANCELAMENTO / DESATIVAÇÃO  
Subject = DESATIVAR FERRAMENTA - {Nome Empresa}  
Motivo da chamada = Desativação da ferramenta  
Related To = ContractId  
Due Date = Dia Atual + 7 dias  
Status = Não iniciado  
Priority = Baixa  
Comentarios = Descrição Inadimplencia do Contrato  ",🛎️ Item com pendência de execução,,08 - Contrato,Cancelamento de contrato,17/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-571,92,TSF-571 | CT~92,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
","67.5Validar detalhes preenchidos na tarefa de  
solicitação de - CANCELAR FATURAMENTO  ","Given que usuário acesse um contrato cancelado
When acessar a tarefa do caso de teste
Then o sistema retorna os dados:
Owner - Faturamento  
Subject = CANCELAR FATURAMENTO - {Nome Empresa}  
Motivo da chamada = Cancelamento por Inadimplência  
Related To = ContractId  
Due Date = Dia Atual + 7 dias  
Status = Não iniciado  
Priority = Baixa  
Comentarios = Descrição Inadimplencia do Contrato  
Recordtype = Faturamento  ",🛎️ Item com pendência de execução,,08 - Contrato,Cancelamento de contrato,17/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-746,93,TSF-746 | CT~93,Média,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
","68.0Enviar via Ass simp - URL - MRR 5.000 - 15,20 e 30 dias","Given que usuário acesse a aba de 
When clicar em continuar
Then o sistema retorna a tela de checkout para preencher dados pessoais e entrega",🛎️ Item com pendência de execução,,08 - Contrato,Assinatura simplificada,17/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-746,94,TSF-746 | CT~94,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
3 - Contratação simplificada onde o sistema verifica os critérios de elegibilidade:
- Pagamento em até 30 dias
- MRR até R$5.000
- Contrato gerado via formulário (não master)","68.1Validar botão ""DS Simplificado""","Given o pedido seja do tipo ""Simplificado"",
And o usuário autorizado estiver com o contrato no status “Validado”
When o usuário acessar as opções de envio do contrato,
Then o botão exibido deve ser ""DS Simplificado"".",🛎️ Item com pendência de execução,,08 - Contrato,Contratação Simplificada,18/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-753,95,TSF-753 | CT~95,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
",69.0Criar contrato com o produto Hugme RA - PA ou RS,"Given que usuário crie um pedido com o produto previsto no caso de teste
When usuário concluir o contrato
Then o sistema deverá criar uma tarefa de desativação de ferramenta",🛎️ Item com pendência de execução,,08 - Contrato,Contratação Avulsa - PA,15/07/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-753,96,TSF-753 | CT~96,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
",69.1Validar tarefa de desativação gerada para Hugme RA/RS ou PA,"Given que usuário concluir o contrato
When usuário acessar a ferramenta
Then o sistema deverá ter preenchido a tarefa com:
Mapeamento de campos da Tarefa:
Fila: CANCELAMENTO / DESATIVAÇÃO
Assunto: DESATIVAÇÃO DE ADICIONAIS HUGME
Comentários: Desativar os PAs adicionais na data de vencimento desta tarefa.
Status: Não iniciado
Tipo de Registro: Tarefa CS
Data de Vencimento: Data de término do contrato",🛎️ Item com pendência de execução,,08 - Contrato,Contratação Avulsa - PA,15/07/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-2,97,TSF-2 | CT~97,Média,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
3 - Possuir um contrato à ser concluído
4 - Contrato com o tipo de contratação prevista no caso de teste",70Concluir um contrato com eletrônico óbvio - Via Cliente - Eletrônico,"Given que acesse o contrato previsto no caso de teste
And no status ""Novo"" preencher os dados necessários
And no status de assinatura Anexa documento previsto dentro doc ocntrato
When altera de forma manual o status até concluído
Then o sistema concluí o contrato, gerando as faturas e tarefas",🛎️ Item com pendência de execução,,08 - Contrato,Concluir tipos de Contrato,17/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-2,98,TSF-2 | CT~98,Média,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
",71Concluir um contrato de forma manual - Via Cliente - Físico,"Given que acesse o contrato previsto no caso de teste
And no status ""Novo"" preencher os dados necessários
And no status de assinatura Anexa documento previsto dentro doc ocntrato
When altera de forma manual o status até concluído
Then o sistema concluí o contrato, gerando as faturas e tarefas",🛎️ Item com pendência de execução,,08 - Contrato,Concluir tipos de Contrato,17/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-2,99,TSF-2 | CT~99,Média,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
",72Concluir um contrato via Formalização prévia,"Given que acesse o contrato previsto no caso de teste
And no status ""Novo"" preencher os dados necessários
And no status de assinatura Anexa documento previsto dentro doc ocntrato
When altera de forma manual o status até concluído
Then o sistema concluí o contrato, gerando as faturas e tarefas",🛎️ Item com pendência de execução,,08 - Contrato,Concluir tipos de Contrato,17/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-777,100,TSF-777 | CT~100,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
",73.0Concluir um contrato de upgrade,"Given a nova oportunidade foi criada por meio de ""Fazer Upgrade/Downgrade"" do tipo UP
And avançar com os processos padrões da contratação
When o processo de contratação for concluído,
Then o sistema deverá:Atualizar o contrato anterior para status ""Encerrado - UP/Down""
And Criar uma tarefa para o financeiro com a descrição: ""Cancelamento por upgrade - contrato anterior substituído.""",🛎️ Item com pendência de execução,,08 - Contrato,Botão Fazer Upgrade/Downgrade,18/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-777,101,TSF-777 | CT~101,Média,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
",73.2Validar informações geradas na oportunidade Up,"Given que usuário acesse um contrato já concluído
And clicar no botão para fazer up/Down
And preencher informações necessárias para a criação do novo contrato
When clicar no botão para concluir a criação
Then o sistema cria a oportunidade e o pedido com as informações provenientes do contrato anterior
And o tipo de oportunidade como UP/Cross e o tipo de venda como a opção UP",🛎️ Item com pendência de execução,,05 - Oportunidade,Oportunidade - Criação,11/08/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-777,102,TSF-777 | CT~102,Média,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
3 - Criou um pedido Via UP/Down para o tipo UP, através do botão dentro do Contrato",73.3Validar informações geradas no pedido Up,"Given que usuário acesse um pedido RA de UP/Down
When Acessar as abas de relacionados e detalhes
Then o sistema retorna as informações clonadas do Pedido RA anterior
OBS: não é retornado o formulário de pedido RA anexado, e Testemunha RA",🛎️ Item com pendência de execução,,06 - Pedidos RA,Pedido RA - UP/Down,19/08/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-828,103,TSF-828 | CT~103,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
",73.qConcluir contrato de up/down e validar disparo de tarefa de faturamento no contrato anterior,"Given que usuário acesse um contrato vigente
And clicar no botão de realizar up/down
When concluir o novo contrato 
Then o sistema retorna a tarefa de faturamento para encerramento do contrato anterior",🛎️ Item com pendência de execução,,08 - Contrato,Pós conclusão - Tarefas,17/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-777,104,TSF-777 | CT~104,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
",74.0Concluir um Downgrade,"Given a nova oportunidade foi criada por meio de ""Fazer Upgrade/Downgrade"" do tipo Downgrade
And avançar com os processos padrões da contratação
When o processo de contratação for concluído,
Then o sistema deverá:Atualizar o contrato anterior para status ""Encerrado - UP/Down""
And Criar uma tarefa para o financeiro com a descrição: ""Cancelamento por upgrade - contrato anterior substituído.""",🛎️ Item com pendência de execução,,08 - Contrato,Botão Fazer Upgrade/Downgrade,18/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-777,105,TSF-777 | CT~105,Média,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
",74.1Validar informações geradas na oportunidade Down,"Given que usuário acesse um contrato já concluído
And clicar no botão para fazer up/Down
And preencher informações necessárias para a criação do novo contrato
When clicar no botão para concluir a criação
Then o sistema cria a oportunidade e o pedido com as informações provenientes do contrato anterior
And o tipo de oportunidade como UP/Cross e o tipo de venda como a opção Down",🛎️ Item com pendência de execução,,05 - Oportunidade,Oportunidade - Criação,11/08/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-777,106,TSF-777 | CT~106,Média,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
3 - Criou um pedido Via UP/Down para o tipo Down através do botão dentro do Contrato",74.2Validar informações geradas no pedido Down,"Given que usuário acesse um pedido RA de UP/Down
When Acessar as abas de relacionados e detalhes
Then o sistema retorna as informações clonadas do Pedido RA anterior
OBS: não é retornado o formulário de pedido RA anexado, e Testemunha RA",🛎️ Item com pendência de execução,,06 - Pedidos RA,Pedido RA - UP/Down,22/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-1016,107,TSF-1016 | CT-107,Alta,"Usuário com as seguintes condições:
1 - Logado no sistema Salesforce
2 - Possuir permissões necessárias
3 - Possuir empresa cadastrada no Site",75Criar empresa e validar informações provenientes da integração Data Terminal,"Given usuário inicia a criação de empresa
When processar os dados de CNPJ
Then o sistema retorna as informações provenientes da integração como:
- Setor → segmento_principal
- Total de Reclamações (12m) → Total_de_Reclamacoes_12m__c ← total_reclamacoes_12meses
- Total de PageViews (12m) → pageviews_12m__c ← total_pageviews_12meses
- Reputação (12m) → Reputacao__c ← reputacao_12meses
- - Salvar com o nome do campo em inglês (da integração)
- - Exibir o rótulo em português na interface",🛎️ Item com pendência de execução,,03 - Empresa,Criar emrpesa - Data Terminal,22/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-1016,108,TSF-1016 | CT-108,Média,"Usuário com as seguinte condições:
1 - Possuir acesso ao ambiente SalesForce
2 - Possuir permissões de ADM ou Contratos
3 - Ter iniciado a criação de empresa
4 - usuário Na aba de confirmação de dados cadastrados da empresa",76Criar empresa via Lead e validar retorno das informações dentro do cadastro da empresa,"Given que usuário conclua a criação da empresa via Lead
When acessar a empresa criada
Then o sistema retorna a infomação de reputação dentro da visão 360°
And retorna os demais dados dentro da aba detalhes",🛎️ Item com pendência de execução,,03 - Empresa,Criar emrpesa - Data Terminal,24/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-1017,109,TSF-1017 | CT-109,Média,"Usuário com as seguinte condições:
1 - Possuir acesso ao ambiente SalesForce
2 - Possuir permissões de ADM ou Contratos
3 - Logado no sistema Salesforce
",10.1Alterar o proprietário de uma conta e validar a inclusão do valor Ongoing e Data,"Given que usuário acesse uma empresa
When Alterar o proprietário da empresa o sistema 
Then o sistema salva a informação de Ongoing no campo Jornada MTK Cloud
And o sistema salva a informação de data/hora no campo Data/Hora Alteração do Proprietário",🛎️ Item com pendência de execução,,03 - Empresa,Proprietário da empresa,24/09/2025,,Ativo,NO RUN,,NA,,,,Não automatizado,,,,,,
TSF-1535,110,TSF-1535 | CT-110,Alta,"Usuário com as seguinte condições:
1 - Possuir acesso ao ambiente SalesForce
2 - Possuir permissões de ADM ou Contratos
3 - Logado no sistema Salesforce
",Validar NÃO obrigatoriedade do id raichu para conta Nacional-faturamento,"
    Dado que o usuário está no objeto Empresa
    E o usuário inicia a criação de uma nova Conta
    Quando ele seleciona Nacional e Faturamento
    E ele tenta avançar sem preencher o ID Reclame Aqui
    Então o sistema permite avançar sem erro de campo obrigatório",🛎️ Item com pendência de execução,,03 - Empresa,,06/11/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,06/11/2025
TSF-1535,111,TSF-1535 | CT-111,Baixa,,Validar obrigatoriedade do id raichu para conta Nacional-empresa,"
    Dado que o usuário está no objeto Empresa
    E o usuário inicia a criação de uma nova Conta
    Quando ele seleciona Nacional e Empresa
    E ele tenta avançar sem preencher o ID Reclame Aqui
    Então o sistema exibe mensagem de erro de campo obrigatório
    E o campo ID Reclame Aqui está destacado como obrigatório
",🛎️ Item com pendência de execução,,03 - Empresa,,06/11/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,06/11/2025
TSF-1535,112,TSF-1535 | CT-112,Baixa,,Validar obrigatoriedade do id raichu para conta Nacional-grupo econômico,"    Dado que o usuário está no objeto Empresa
    E o usuário inicia a criação de uma nova Conta
    Quando ele seleciona Nacional e Grupo Econômico
    E ele tenta avançar sem preencher o ID Reclame Aqui
    Então o sistema exibe mensagem de erro de campo obrigatório
    E o campo ID Reclame Aqui está destacado como obrigatório",🛎️ Item com pendência de execução,,03 - Empresa,,06/11/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,06/11/2025
TSF-1535,113,TSF-1535 | CT-113,Baixa,,Validar obrigatoriedade do id raichu para conta Estrangeiro-faturamento,"    Dado que o usuário está no objeto Empresa
    E o usuário inicia a criação de uma nova Conta
    Quando ele seleciona Estrangeiro e Faturamento
    E ele tenta avançar sem preencher o ID Reclame Aqui
    Então o sistema permite avançar sem erro de campo obrigatório
",🛎️ Item com pendência de execução,,03 - Empresa,,06/11/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,06/11/2025
TSF-1535,114,TSF-1535 | CT-114,Alta,,Validar NÃO obrigatoriedade do id raichu para conta Estrangeiro-empresa,"    Dado que o usuário está no objeto Empresa
    E o usuário inicia a criação de uma nova Conta
    Quando ele seleciona Estrangeiro e Empresa
    E ele tenta avançar sem preencher o ID Reclame Aqui
    Então o sistema exibe mensagem de erro de campo obrigatório
    E o campo ID Reclame Aqui está destacado como obrigatório
",🛎️ Item com pendência de execução,,03 - Empresa,,06/11/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,06/11/2025
TSF-1535,115,TSF-1535 | CT-115,Baixa,,Validar obrigatoriedade do id raichu para conta Estrangeiro-grupo econômico,"    Dado que o usuário está no objeto Empresa
    E o usuário inicia a criação de uma nova Conta
    Quando ele seleciona Estrangeiro e Grupo Econômico
    E ele tenta avançar sem preencher o ID Reclame Aqui
    Então o sistema exibe mensagem de erro de campo obrigatório
    E o campo ID Reclame Aqui está destacado como obrigatório
",🛎️ Item com pendência de execução,,03 - Empresa,,06/11/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,06/11/2025
TSF-1534,116,TSF-1534 | CT-116,Baixa,,Flag Ativa: Validar NÃO obrigatoriedade do id raichu para conta Nacional-faturamento com o campo,"    Dado que o usuário está no objeto Empresa
    E o usuário inicia a criação de uma nova Conta
    Quando ele seleciona Nacional e Faturamento
    E ele marca o checkbox ""RA Reviews: Empresa não possui ID Reclame Aqui""
    Então o campo ID Reclame Aqui fica desabilitado
    E o sistema permite avançar sem preencher o ID Reclame Aqui
",🛎️ Item com pendência de execução,,03 - Empresa,,06/11/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,06/11/2025
TSF-1534,117,TSF-1534 | CT-117,Alta,,Flag Ativa: Validar NÃO obrigatoriedade do id raichu para conta Nacional-empresa,"    Dado que o usuário está no objeto Empresa
    E o usuário inicia a criação de uma nova Conta
    Quando ele seleciona Nacional e Empresa
    E ele marca o checkbox ""RA Reviews: Empresa não possui ID Reclame Aqui""
    Então o campo ID Reclame Aqui fica desabilitado
    E o sistema permite avançar sem preencher o ID Reclame Aqui
",🛎️ Item com pendência de execução,,03 - Empresa,,06/11/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,06/11/2025
TSF-1534,118,TSF-1534 | CT-118,Baixa,,Flag Ativa: Validar NÃO obrigatoriedade do id raichu para conta Nacional-grupo econômico,"    Dado que o usuário está no objeto Empresa
    E o usuário inicia a criação de uma nova Conta
    Quando ele seleciona Nacional e Grupo Econômico
    E ele marca o checkbox ""RA Reviews: Empresa não possui ID Reclame Aqui""
    Então o campo ID Reclame Aqui fica desabilitado
    E o sistema permite avançar sem preencher o ID Reclame Aqui
",🛎️ Item com pendência de execução,,03 - Empresa,,06/11/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,06/11/2025
TSF-1534,119,TSF-1534 | CT-119,Baixa,,Flag Ativa: Validar NÃO obrigatoriedade do id raichu para conta Estrangeiro-faturamento,"    Dado que o usuário está no objeto Empresa
    E o usuário inicia a criação de uma nova Conta
    Quando ele seleciona Estrangeiro e Faturamento
    E ele marca o checkbox ""RA Reviews: Empresa não possui ID Reclame Aqui""
    Então o campo ID Reclame Aqui fica desabilitado
    E o sistema permite avançar sem preencher o ID Reclame Aqui
",🛎️ Item com pendência de execução,,03 - Empresa,,06/11/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,06/11/2025
TSF-1534,120,TSF-1534 | CT-120,Alta,,Flag Ativa: Validar NÃO obrigatoriedade do id raichu para conta Estrangeiro-empresa,"    Dado que o usuário está no objeto Empresa
    E o usuário inicia a criação de uma nova Conta
    Quando ele seleciona Estrangeiro e Empresa
    E ele marca o checkbox ""RA Reviews: Empresa não possui ID Reclame Aqui""
    Então o campo ID Reclame Aqui fica desabilitado
    E o sistema permite avançar sem preencher o ID Reclame Aqui",🛎️ Item com pendência de execução,,03 - Empresa,,06/11/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,06/11/2025
TSF-1534,121,TSF-1534 | CT-121,Baixa,,Flag Ativa: Validar NÃO obrigatoriedade do id raichu para conta Estrangeiro-grupo econômico,"    Dado que o usuário está no objeto Empresa
    E o usuário inicia a criação de uma nova Conta
    Quando ele seleciona Estrangeiro e Grupo Econômico
    E ele marca o checkbox ""RA Reviews: Empresa não possui ID Reclame Aqui""
    Então o campo ID Reclame Aqui fica desabilitado
    E o sistema permite avançar sem preencher o ID Reclame Aqui",🛎️ Item com pendência de execução,,03 - Empresa,,06/11/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,06/11/2025
TSF-1534,122,TSF-1534 | CT-122,Baixa,,Flag Desativada: Validar obrigatoriedade do id raichu para conta Nacional-empresa,"    Dado que o usuário está no objeto Empresa
    E o usuário inicia a criação de uma nova Conta
    Quando ele seleciona Nacional e Empresa
    E o checkbox ""RA Reviews: Empresa não possui ID Reclame Aqui"" está desmarcado
    E ele tenta avançar sem preencher o ID Reclame Aqui
    Então o campo ID Reclame Aqui está habilitado
    E o sistema exibe mensagem de erro de campo obrigatório
",🛎️ Item com pendência de execução,,03 - Empresa,,06/11/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,06/11/2025
TSF-1534,123,TSF-1534 | CT-123,Baixa,,Flag Desativada: Validar obrigatoriedade do id raichu para conta Nacional-grupo econômico,"    Dado que o usuário está no objeto Empresa
    E o usuário inicia a criação de uma nova Conta
    Quando ele seleciona Nacional e Grupo Econômico
    E o checkbox ""RA Reviews: Empresa não possui ID Reclame Aqui"" está desmarcado
    E ele tenta avançar sem preencher o ID Reclame Aqui
    Então o campo ID Reclame Aqui está habilitado
    E o sistema exibe mensagem de erro de campo obrigatório
",🛎️ Item com pendência de execução,,03 - Empresa,,06/11/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,06/11/2025
